tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,InternetService,OnlineSecurity,Churn
19,49.94,948.86,One year,Electronic check,No,No,Yes
36,43.25,1557.0,Month-to-month,Bank transfer,Fiber optic,No,No
55,32.97,1813.35,Two year,Mailed check,DSL,No,No
69,45.65,3149.85,One year,Mailed check,No,Yes,Yes
47,55.53,2609.91,Month-to-month,Electronic check,No,Yes,Yes
49,87.4,4282.6,One year,Bank transfer,Fiber optic,No,Yes
33,26.26,866.58,Two year,Credit card,Fiber optic,Yes,No
21,41.05,862.05,Month-to-month,Credit card,No,Yes,Yes
22,100.9,2219.8,Month-to-month,Bank transfer,Fiber optic,Yes,Yes
48,34.69,1665.12,Month-to-month,Bank transfer,DSL,Yes,Yes
37,54.26,2007.62,Two year,Bank transfer,Fiber optic,No,No
15,106.47,1597.05,Two year,Electronic check,Fiber optic,Yes,Yes
35,35.49,1242.15,Two year,Mailed check,No,No,No
71,28.27,2007.17,Month-to-month,Credit card,Fiber optic,No,No
32,68.45,2190.4,Two year,Electronic check,Fiber optic,Yes,No
11,50.24,552.64,One year,Bank transfer,Fiber optic,No,No
10,76.34,763.4,Two year,Bank transfer,DSL,No,Yes
57,100.38,5721.66,Month-to-month,Mailed check,Fiber optic,Yes,No
25,33.71,842.75,One year,Bank transfer,DSL,No,No
2,78.07,156.14,Two year,Electronic check,DSL,No,Yes
64,70.55,4515.2,One year,Electronic check,DSL,Yes,No
35,34.41,1204.35,One year,Mailed check,DSL,Yes,No
7,82.4,576.8,Month-to-month,Electronic check,No,Yes,No
18,47.36,852.48,One year,Credit card,DSL,Yes,No
67,68.78,4608.26,One year,Electronic check,Fiber optic,Yes,No
42,28.23,1185.66,Month-to-month,Electronic check,DSL,No,Yes
39,65.96,2572.44,Month-to-month,Electronic check,Fiber optic,No,Yes
41,50.65,2076.65,Month-to-month,Credit card,DSL,Yes,Yes
24,102.24,2453.76,One year,Bank transfer,No,Yes,No
60,25.7,1542.0,One year,Electronic check,DSL,No,No
46,61.86,2845.56,One year,Mailed check,DSL,Yes,No
19,65.84,1250.96,Month-to-month,Credit card,No,Yes,No
68,92.5,6290.0,Two year,Mailed check,DSL,No,No
42,77.43,3252.06,One year,Electronic check,Fiber optic,No,No
32,86.72,2775.04,Two year,Mailed check,DSL,No,No
39,97.7,3810.3,Month-to-month,Electronic check,DSL,Yes,Yes
36,106.22,3823.92,One year,Credit card,DSL,No,No
36,51.39,1850.04,Two year,Mailed check,No,Yes,Yes
3,73.8,221.4,One year,Mailed check,DSL,No,Yes
8,104.01,832.08,One year,Electronic check,DSL,Yes,Yes
70,118.95,8326.5,One year,Electronic check,Fiber optic,Yes,No
41,108.95,4466.95,Two year,Bank transfer,DSL,Yes,No
68,57.15,3886.2,Month-to-month,Electronic check,DSL,No,Yes
13,39.52,513.76,One year,Electronic check,DSL,No,Yes
49,68.94,3378.06,Month-to-month,Bank transfer,DSL,No,No
60,94.16,5649.6,Month-to-month,Electronic check,Fiber optic,Yes,Yes
2,69.26,138.52,Two year,Electronic check,Fiber optic,No,Yes
60,68.32,4099.2,Two year,Bank transfer,No,No,No
5,103.82,519.1,Month-to-month,Credit card,DSL,Yes,Yes
44,56.14,2470.16,One year,Credit card,No,Yes,No
27,105.98,2861.46,Two year,Electronic check,No,No,No
32,60.68,1941.76,One year,Electronic check,DSL,No,Yes
21,52.82,1109.22,One year,Bank transfer,Fiber optic,No,No
8,65.4,523.2,One year,Bank transfer,Fiber optic,Yes,Yes
50,96.24,4812.0,Month-to-month,Credit card,DSL,No,Yes
67,32.6,2184.2,One year,Mailed check,DSL,Yes,No
44,39.64,1744.16,Month-to-month,Electronic check,Fiber optic,Yes,Yes
58,115.14,6678.12,Month-to-month,Mailed check,DSL,No,Yes
3,37.55,112.65,One year,Mailed check,DSL,No,Yes
70,76.77,5373.9,One year,Bank transfer,DSL,Yes,No
2,77.93,155.86,One year,Electronic check,Fiber optic,Yes,Yes
44,68.96,3034.24,One year,Electronic check,No,No,No
2,84.47,168.94,Month-to-month,Bank transfer,No,No,Yes
35,42.98,1504.3,One year,Mailed check,DSL,No,Yes
30,75.27,2258.1,One year,Bank transfer,Fiber optic,Yes,No
8,57.22,457.76,Month-to-month,Credit card,DSL,Yes,Yes
22,86.17,1895.74,Two year,Electronic check,Fiber optic,No,No
44,34.12,1501.28,Two year,Credit card,DSL,Yes,No
58,77.09,4471.22,Month-to-month,Bank transfer,Fiber optic,Yes,Yes
36,38.53,1387.08,Two year,Electronic check,Fiber optic,No,No
69,47.86,3302.34,Month-to-month,Credit card,No,Yes,No
31,41.87,1297.97,One year,Credit card,DSL,No,No
47,38.28,1799.16,One year,Mailed check,No,No,No
55,102.57,5641.35,Two year,Electronic check,No,Yes,Yes
62,48.57,3011.34,One year,Credit card,Fiber optic,Yes,No
30,112.71,3381.3,Two year,Credit card,DSL,No,Yes
55,116.99,6434.45,Two year,Mailed check,Fiber optic,Yes,Yes
16,77.13,1234.08,One year,Credit card,Fiber optic,No,Yes
12,34.3,411.6,One year,Credit card,Fiber optic,Yes,No
17,57.45,976.65,Two year,Credit card,DSL,Yes,No
16,99.77,1596.32,One year,Mailed check,DSL,Yes,No
12,56.74,680.88,Month-to-month,Credit card,Fiber optic,No,No
8,28.7,229.6,One year,Credit card,DSL,Yes,Yes
3,75.68,227.04,One year,Electronic check,Fiber optic,No,No
16,104.51,1672.16,Month-to-month,Electronic check,DSL,No,No
30,99.59,2987.7,One year,Mailed check,DSL,No,Yes
23,37.51,862.73,One year,Bank transfer,No,Yes,No
5,87.28,436.4,Two year,Electronic check,Fiber optic,No,No
65,42.05,2733.25,One year,Mailed check,No,No,No
30,41.82,1254.6,One year,Credit card,No,Yes,No
21,107.41,2255.61,Month-to-month,Credit card,Fiber optic,No,No
70,44.97,3147.9,Two year,Mailed check,Fiber optic,No,No
22,46.32,1019.04,Two year,Credit card,DSL,Yes,Yes
32,20.07,642.24,Two year,Credit card,Fiber optic,No,No
33,107.07,3533.31,One year,Bank transfer,No,Yes,Yes
16,99.26,1588.16,Two year,Credit card,No,No,No
38,82.73,3143.74,Month-to-month,Electronic check,Fiber optic,No,No
14,95.03,1330.42,Two year,Credit card,No,Yes,No
36,35.2,1267.2,Month-to-month,Mailed check,DSL,No,No
23,65.83,1514.09,Two year,Bank transfer,No,No,No
66,55.12,3637.92,Two year,Credit card,DSL,No,No
2,29.38,58.76,Month-to-month,Mailed check,No,Yes,Yes
65,68.61,4459.65,Two year,Electronic check,DSL,Yes,No
67,112.07,7508.69,Two year,Credit card,DSL,Yes,No
52,24.01,1248.52,Two year,Bank transfer,Fiber optic,Yes,Yes
62,49.15,3047.3,One year,Credit card,DSL,Yes,No
23,40.75,937.25,Month-to-month,Mailed check,Fiber optic,No,No
26,43.81,1139.06,Two year,Bank transfer,No,Yes,Yes
68,110.84,7537.12,Month-to-month,Credit card,No,Yes,No
55,66.81,3674.55,Month-to-month,Electronic check,No,Yes,No
6,66.63,399.78,Month-to-month,Bank transfer,DSL,No,Yes
35,96.06,3362.1,Two year,Electronic check,No,No,Yes
22,35.45,779.9,Two year,Mailed check,No,Yes,No
43,68.73,2955.39,Month-to-month,Credit card,Fiber optic,No,No
15,63.0,945.0,One year,Electronic check,Fiber optic,No,No
60,79.69,4781.4,Month-to-month,Mailed check,No,No,Yes
12,119.96,1439.52,One year,Credit card,No,No,Yes
49,96.94,4750.06,Month-to-month,Mailed check,DSL,Yes,No
42,59.79,2511.18,Month-to-month,Electronic check,DSL,Yes,No
38,102.76,3904.88,Month-to-month,Mailed check,No,No,Yes
45,37.07,1668.15,Two year,Bank transfer,Fiber optic,No,No
35,23.05,806.75,One year,Credit card,No,No,Yes
30,40.44,1213.2,One year,Mailed check,DSL,No,No
30,54.04,1621.2,Month-to-month,Electronic check,Fiber optic,Yes,Yes
6,71.06,426.36,Two year,Credit card,Fiber optic,No,Yes
67,81.51,5461.17,Two year,Bank transfer,DSL,Yes,Yes
7,111.06,777.42,One year,Credit card,No,No,No
52,70.99,3691.48,Two year,Bank transfer,No,Yes,No
14,70.13,981.82,One year,Credit card,No,No,Yes
15,25.02,375.3,One year,Mailed check,DSL,Yes,No
21,23.49,493.29,One year,Mailed check,Fiber optic,Yes,Yes
35,75.12,2629.2,Two year,Electronic check,DSL,Yes,Yes
66,63.82,4212.12,One year,Bank transfer,No,No,No
2,103.92,207.84,One year,Electronic check,DSL,Yes,Yes
35,36.07,1262.45,Month-to-month,Mailed check,Fiber optic,No,Yes
20,22.5,450.0,One year,Bank transfer,DSL,Yes,Yes
10,64.9,649.0,One year,Electronic check,No,Yes,No
25,43.75,1093.75,Month-to-month,Electronic check,Fiber optic,No,Yes
66,24.96,1647.36,Month-to-month,Electronic check,DSL,Yes,No
25,92.46,2311.5,Two year,Electronic check,DSL,No,Yes
54,31.16,1682.64,One year,Electronic check,Fiber optic,No,Yes
33,80.83,2667.39,Two year,Bank transfer,Fiber optic,No,No
36,48.1,1731.6,Two year,Electronic check,No,No,No
14,37.35,522.9,Month-to-month,Bank transfer,Fiber optic,Yes,Yes
65,57.98,3768.7,Two year,Electronic check,No,Yes,No
54,100.14,5407.56,One year,Mailed check,DSL,No,No
52,59.21,3078.92,Month-to-month,Mailed check,No,Yes,Yes
3,95.08,285.24,One year,Electronic check,DSL,Yes,Yes
41,32.55,1334.55,One year,Credit card,Fiber optic,No,No
6,97.28,583.68,Month-to-month,Mailed check,DSL,Yes,Yes
25,43.69,1092.25,One year,Bank transfer,Fiber optic,No,No
13,87.74,1140.62,Month-to-month,Electronic check,DSL,Yes,Yes
8,76.58,612.64,One year,Bank transfer,DSL,Yes,Yes
21,112.91,2371.11,Month-to-month,Credit card,DSL,No,No
68,58.73,3993.64,Two year,Electronic check,DSL,Yes,No
25,26.62,665.5,One year,Mailed check,No,Yes,No
68,21.92,1490.56,Month-to-month,Bank transfer,DSL,No,Yes
45,102.69,4621.05,One year,Mailed check,No,Yes,No
60,72.47,4348.2,One year,Mailed check,Fiber optic,No,No
12,97.52,1170.24,One year,Electronic check,Fiber optic,Yes,No
32,43.44,1390.08,Month-to-month,Bank transfer,No,No,Yes
13,54.51,708.63,Two year,Credit card,Fiber optic,No,No
31,23.01,713.31,Two year,Mailed check,Fiber optic,No,No
20,116.15,2323.0,Two year,Electronic check,DSL,No,No
18,86.79,1562.22,Month-to-month,Electronic check,DSL,No,Yes
60,113.32,6799.2,Two year,Credit card,DSL,Yes,Yes
63,46.55,2932.65,Month-to-month,Electronic check,No,Yes,Yes
6,81.15,486.9,One year,Mailed check,No,No,No
32,87.85,2811.2,One year,Electronic check,Fiber optic,Yes,Yes
43,51.75,2225.25,Two year,Bank transfer,DSL,No,Yes
2,104.81,209.62,Month-to-month,Bank transfer,No,Yes,Yes
60,114.72,6883.2,One year,Mailed check,No,Yes,No
23,108.49,2495.27,Month-to-month,Bank transfer,DSL,No,Yes
31,93.91,2911.21,Month-to-month,Credit card,No,No,No
5,47.75,238.75,One year,Electronic check,DSL,Yes,Yes
34,48.16,1637.44,Month-to-month,Mailed check,Fiber optic,Yes,No
10,116.34,1163.4,One year,Credit card,Fiber optic,No,Yes
2,21.03,42.06,One year,Electronic check,Fiber optic,Yes,No
11,91.6,1007.6,One year,Credit card,DSL,Yes,No
50,90.62,4531.0,Month-to-month,Mailed check,No,No,Yes
31,82.27,2550.37,One year,Mailed check,Fiber optic,Yes,No
56,119.01,6664.56,Month-to-month,Credit card,Fiber optic,No,Yes
9,51.19,460.71,One year,Electronic check,Fiber optic,No,Yes
21,54.0,1134.0,One year,Bank transfer,No,No,No
28,27.89,780.92,Two year,Bank transfer,No,Yes,No
62,64.28,3985.36,Two year,Credit card,DSL,Yes,No
7,46.1,322.7,Two year,Mailed check,Fiber optic,No,No
16,54.34,869.44,Month-to-month,Electronic check,No,No,Yes
4,103.46,413.84,Month-to-month,Electronic check,DSL,Yes,No
4,113.55,454.2,One year,Mailed check,Fiber optic,Yes,No
40,38.57,1542.8,One year,Bank transfer,No,Yes,Yes
17,57.25,973.25,One year,Electronic check,No,No,Yes
52,112.86,5868.72,One year,Credit card,DSL,No,No
52,26.18,1361.36,Month-to-month,Bank transfer,Fiber optic,Yes,No
36,29.24,1052.64,One year,Credit card,Fiber optic,Yes,Yes
38,36.28,1378.64,One year,Bank transfer,No,Yes,Yes
50,79.52,3976.0,Two year,Mailed check,Fiber optic,No,No
63,35.05,2208.15,One year,Credit card,DSL,No,Yes
63,116.81,7359.03,One year,Credit card,No,Yes,No
62,64.67,4009.54,One year,Mailed check,No,Yes,No
7,70.15,491.05,Month-to-month,Credit card,DSL,No,Yes
27,44.67,1206.09,Two year,Bank transfer,No,No,No
14,67.1,939.4,One year,Electronic check,Fiber optic,Yes,Yes
71,86.19,6119.49,One year,Electronic check,Fiber optic,Yes,No
5,95.12,475.6,Two year,Mailed check,No,Yes,Yes
55,95.39,5246.45,One year,Bank transfer,DSL,No,No
2,77.79,155.58,Month-to-month,Credit card,DSL,Yes,Yes
62,110.44,6847.28,One year,Credit card,Fiber optic,No,Yes
21,101.74,2136.54,Month-to-month,Electronic check,DSL,No,Yes
21,95.7,2009.7,Month-to-month,Credit card,No,Yes,No
10,25.56,255.6,One year,Electronic check,No,Yes,Yes
58,20.69,1200.02,Two year,Mailed check,Fiber optic,No,No
39,41.24,1608.36,Month-to-month,Credit card,Fiber optic,Yes,No
5,86.35,431.75,Two year,Bank transfer,Fiber optic,No,Yes
65,61.12,3972.8,One year,Credit card,DSL,Yes,No
13,60.24,783.12,Month-to-month,Electronic check,No,Yes,Yes
53,108.46,5748.38,One year,Mailed check,No,Yes,No
45,109.56,4930.2,Two year,Electronic check,No,Yes,Yes
32,110.92,3549.44,One year,Credit card,Fiber optic,No,No
36,51.39,1850.04,One year,Electronic check,No,No,No
60,89.11,5346.6,Month-to-month,Electronic check,DSL,No,Yes
11,47.16,518.76,One year,Mailed check,DSL,Yes,No
63,39.06,2460.78,One year,Bank transfer,No,No,No
21,38.46,807.66,One year,Credit card,Fiber optic,No,No
52,54.21,2818.92,Month-to-month,Mailed check,No,No,Yes
55,63.0,3465.0,Two year,Bank transfer,DSL,Yes,Yes
26,103.09,2680.34,Two year,Electronic check,DSL,No,Yes
68,31.99,2175.32,One year,Bank transfer,DSL,Yes,No
34,93.49,3178.66,Month-to-month,Electronic check,No,Yes,Yes
52,73.15,3803.8,One year,Electronic check,DSL,No,No
52,48.79,2537.08,Two year,Mailed check,Fiber optic,Yes,Yes
29,69.28,2009.12,Month-to-month,Electronic check,No,No,Yes
38,49.99,1899.62,Two year,Mailed check,No,No,Yes
42,79.61,3343.62,Two year,Bank transfer,DSL,No,No
21,63.38,1330.98,Month-to-month,Bank transfer,DSL,No,Yes
42,36.44,1530.48,Month-to-month,Electronic check,Fiber optic,No,Yes
13,31.66,411.58,One year,Mailed check,No,Yes,No
64,74.67,4778.88,One year,Electronic check,DSL,No,No
17,110.24,1874.08,Two year,Mailed check,Fiber optic,Yes,Yes
9,54.4,489.6,Month-to-month,Mailed check,DSL,No,Yes
41,93.3,3825.3,Month-to-month,Mailed check,No,No,No
1,85.87,85.87,One year,Bank transfer,DSL,No,Yes
2,113.16,226.32,Two year,Mailed check,No,Yes,Yes
60,102.1,6126.0,Two year,Bank transfer,DSL,Yes,No
48,76.66,3679.68,One year,Mailed check,No,Yes,No
